incoming_id,internal_id,timestamp,pose_valid,fx,fy,cx,cy,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23
45,45,4.5,1,320.000305176,320.000091553,320.000152588,240,0.978391101951,-0.206260805246,-0.0143990222448,0.746380553154,0.202241839349,0.969158047697,-0.140822288721,0.0182458769364,0.0430010469558,0.134867189498,0.98993017489,-0.0749177269113
46,46,4.6,1,320.000366211,320.000061035,320.000152588,239.999938965,0.978784504082,-0.204716558852,-0.00848676037474,0.786587524168,0.201599539372,0.969623909224,-0.138517509315,0.0200193259153,0.0365857936189,0.133867864679,0.990323621101,-0.0787271292053
47,47,4.7,1,320.000366211,320.000061035,320.000152588,239.999938965,0.97913980565,-0.203172404072,-0.0024930334617,0.829137742391,0.200943255233,0.970069829514,-0.136331705933,0.0221134947207,0.0301172569908,0.132986841792,0.990660108585,-0.0826067838691
48,48,4.8,1,320.000396729,319.999938965,320.000030518,239.999847412,0.97942497065,-0.201778578757,0.00348310526808,0.871550443041,0.200416529825,0.970500093705,-0.134025306161,0.0239333584954,0.0236630818055,0.131965803424,0.99097178834,-0.0868285284402
49,49,4.9,1,320.000396729,319.999938965,320.000030518,239.999847412,0.979716035658,-0.200165817592,0.0094939423861,0.913555616479,0.199656585258,0.970978108331,-0.131676729551,0.0259331387722,0.0171387700099,0.130901331582,0.991247246631,-0.0907805251856
50,50,5,1,320.000457764,319.999969482,320.000183105,239.999633789,0.979958455631,-0.198599532907,0.0154806578347,0.955285993417,0.198915325328,0.971421397334,-0.129511243338,0.0280943545874,0.0106826301676,0.129994978097,0.991457102996,-0.0951045711003
51,51,5.1,1,320.000457764,319.999969482,320.000183105,239.999633789,0.980160106393,-0.19705744539,0.0213196869551,0.997131610027,0.198160670779,0.971908836992,-0.126986460432,0.0300794024515,0.00430283533823,0.128691786035,0.991675304631,-0.0992753342309
52,52,5.2,1,320.000457764,319.999816895,320.000274658,239.999435425,0.980392312786,-0.195099238303,0.027698379787,1.03777500935,0.19703789357,0.972456444523,-0.124517195615,0.0320752082774,-0.00264225790654,0.1275333318,0.991830765682,-0.103846499162
53,53,5.3,1,320.000457764,319.999816895,320.000274658,239.999435425,0.980539769976,-0.193458368413,0.0334008860086,1.07929534247,0.196115044,0.973015500406,-0.121571894314,0.0340663797954,-0.0089804794949,0.125756493515,0.992020491385,-0.108151054018
54,54,5.4,1,320.000396729,319.999664307,320.000427246,239.999420166,0.980681677682,-0.191578092565,0.0395130549142,1.11982133942,0.194967303772,0.973674621354,-0.11809099115,0.0355698667856,-0.0158492119485,0.123513425101,0.992216325355,-0.112585205689
55,55,5.5,1,320.000396729,319.999664307,320.000427246,239.999420166,0.980852005438,-0.189467093609,0.045072872863,1.16096671565,0.193489908778,0.974357823041,-0.11484114193,0.0377696014798,-0.0221584888927,0.121363310427,0.992360795403,-0.116690674674
56,56,5.6,1,320.000244141,319.999786377,320.000427246,239.999481201,0.981003202283,-0.187164705708,0.0510106856285,1.20134508217,0.191814507306,0.975142348887,-0.110926075361,0.0394327685962,-0.0289812335518,0.118603424677,0.99251867275,-0.121350033642
57,57,5.7,1,320.000244141,319.999786377,320.000427246,239.999481201,0.98116904116,-0.184619200155,0.0567720318685,1.24197411055,0.189831397106,0.975970244593,-0.106986552152,0.0416213739121,-0.0356560421431,0.115749006918,0.992638309787,-0.125720591159
58,58,5.8,1,320.000274658,319.999969482,320.000396729,239.999313354,0.981328003061,-0.181929813263,0.062425102761,1.28237210693,0.187606632981,0.976926904039,-0.102066524514,0.0432214961325,-0.0424158186295,0.111872102023,0.992816967582,-0.130110055275
59,59,5.9,1,320.000274658,319.999969482,320.000396729,239.999313354,0.981521179142,-0.178789296323,0.0681950321964,1.32272659971,0.184893550466,0.977933665634,-0.0972631513752,0.0453904576199,-0.0493006074213,0.108074664652,0.992919592398,-0.134422602162
60,60,6,1,320.000335693,320.000091553,320.000427246,239.999252319,0.98173544635,-0.175247809772,0.0740521340047,1.36273147451,0.181698965631,0.979052991932,-0.091873417689,0.0475246009598,-0.05640034813,0.103650586874,0.993013371799,-0.138628097618
61,61,6.1,1,320.000335693,320.000091553,320.000427246,239.999252319,0.981960375284,-0.171354764701,0.0799460192055,1.40272081072,0.178059683953,0.98025317487,-0.0860143133909,0.0495605453769,-0.0636283767124,0.0986978103701,0.993081150715,-0.143173409554
62,62,6.2,1,320.000427246,319.999938965,320.000274658,239.999221802,0.982195865525,-0.167104575037,0.0858332263607,1.44228597558,0.173971463493,0.981501445149,-0.0799302387152,0.0518926647244,-0.0708887271417,0.0934396820028,0.993098088907,-0.147297989208
63,63,6.3,1,320.000427246,319.999938965,320.000274658,239.999221802,0.982401127562,-0.162604280465,0.0919123089611,1.48190592906,0.169517552474,0.982806845725,-0.0731744723125,0.0539099279236,-0.0784335640347,0.087467433766,0.993074833063,-0.15179963475
64,64,6.4,1,320.000488281,319.999908447,320.000335693,239.999206543,0.982541786636,-0.158168484521,0.0979508449083,1.52115172053,0.165011170258,0.984069396948,-0.0661720158393,0.0560762455171,-0.0859241014165,0.0811797542141,0.99298887018,-0.156040884262
65,65,6.5,1,320.000488281,319.999908447,320.000335693,239.999206543,0.982643376733,-0.153388233198,0.104326622103,1.56027898234,0.160067103106,0.985345195174,-0.0589352937683,0.0582009473793,-0.0937577552342,0.0746116362541,0.992795339971,-0.160690207776
66,66,6.6,1,320.000518799,319.999847412,320.000335693,239.999191284,0.982698229819,-0.148533254194,0.11064384985,1.5994338177,0.154922333277,0.986581732918,-0.0515320766526,0.0604388049808,-0.101504974081,0.0677816838869,0.992523240819,-0.16522560863
67,67,6.7,1,320.000518799,319.999847412,320.000335693,239.999191284,0.982659341122,-0.143748212805,0.117119898486,1.63836864414,0.149698394551,0.987767561033,-0.0436535913787,0.0623605663572,-0.109412110732,0.0604292701151,0.992157897383,-0.169998134017
68,68,6.8,1,320.000457764,319.99987793,320.000274658,239.999206543,0.982499023245,-0.13900611328,0.123987780821,1.67668061162,0.144450411068,0.988856445656,-0.0360140059742,0.0647428475928,-0.117599949254,0.0532938115998,0.991629982191,-0.174849958102
69,69,6.9,1,320.000488281,319.999908447,320.000244141,239.999160767,0.982223737413,-0.134397995163,0.131048496969,1.71522572992,0.139186032501,0.989869010569,-0.0280462166958,0.0668256381136,-0.125951490736,0.0457877801415,0.990979162834,-0.180062747175
70,70,7,1,320.000061035,320.000030518,320.000274658,239.999755859,0.981870034532,-0.129705534794,0.138230638901,1.75333979351,0.133682080178,0.990825600229,-0.0198426653952,0.0685819726003,-0.134388752232,0.0379618779094,0.990201272014,-0.185028639839
71,71,7.1,1,320.000152588,320.000030518,320.000335693,239.999664307,0.98139909352,-0.125300861257,0.145449349968,1.79310942996,0.128421083282,0.991644351615,-0.0122272351485,0.0709505322424,-0.142701943247,0.0306785605765,0.989290140108,-0.19046080109
72,72,7.2,1,320.000213623,320.000091553,320.000305176,239.99961853,0.98079127374,-0.121275331918,0.152776867435,1.83459954709,0.123395473041,0.992347654747,-0.00443726842267,0.073150508794,-0.151069634898,0.0232040079751,0.988250747243,-0.19643432732
73,73,7.3,1,320.000183105,320.000061035,320.000305176,239.999694824,0.980067619552,-0.117536505433,0.160164387417,1.87542190984,0.11852097516,0.992945637032,0.00342641880399,0.0750904902574,-0.159437258986,0.0156247172619,0.987084408071,-0.202308471323
74,74,7.4,1,320.000213623,320.000061035,320.000305176,239.999725342,0.979204912951,-0.11402548743,0.167797278494,1.91547565893,0.11387719136,0.993438943764,0.0105380406516,0.0774164078985,-0.167897956335,0.00878938161384,0.985765196702,-0.208125525742
75,75,7.5,1,320.000183105,320.000030518,320.000244141,239.999710083,0.978172115085,-0.111038796942,0.175640823398,1.95485714743,0.109724542676,0.993813076196,0.01720739132,0.079819838853,-0.176464835037,0.00244031866006,0.984303919956,-0.214353291821
76,76,7.6,1,320.000152588,320,320.000244141,239.999755859,0.976970959426,-0.108855615195,0.183516210396,1.9936588733,0.106230183774,0.994049292554,0.0241070949736,0.0818717572676,-0.18504835177,-0.00405697094952,0.982721043071,-0.220631203091
77,77,7.7,1,320.00012207,319.999786377,320.000305176,239.99987793,0.975624423872,-0.107156545182,0.191505765888,2.03217722163,0.103080387788,0.994185101525,0.0311515257773,0.083387476811,-0.193730269182,-0.0106517007779,0.98099700513,-0.22726958011
78,78,7.8,1,320.000152588,319.999542236,320.000305176,239.999984741,0.974158579601,-0.106284586991,0.19929537967,2.07037434594,0.100743266803,0.994195201737,0.0377716168045,0.0849399730407,-0.202153050889,-0.0167178769687,0.979211242075,-0.233960658769
79,79,7.9,1,320.000183105,319.999450684,320.000274658,240,0.972647043819,-0.106162253234,0.206609061125,2.10854920878,0.0992529572109,0.994108582606,0.0435542933976,0.0869365985387,-0.210015662834,-0.0218563944155,0.977453691684,-0.240517040361
