incoming_id,internal_id,timestamp,pose_valid,fx,fy,cx,cy,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23
45,45,4.5,1,320.000305176,320.000091553,320.000152588,240,0.978391101951,-0.206260805246,-0.0143990222448,0.746380553154,0.202241839349,0.969158047697,-0.140822288721,0.0182458769364,0.0430010469558,0.134867189498,0.98993017489,-0.0749177269113
46,46,4.6,1,320.000366211,320.000061035,320.000152588,239.999938965,0.978784504082,-0.204716558852,-0.00848676037474,0.786587524168,0.201599539372,0.969623909224,-0.138517509315,0.0200193259153,0.0365857936189,0.133867864679,0.990323621101,-0.0787271292053
47,47,4.7,1,320.000366211,320.000061035,320.000152588,239.999938965,0.97913980565,-0.203172404072,-0.0024930334617,0.829137742391,0.200943255233,0.970069829514,-0.136331705933,0.0221134947207,0.0301172569908,0.132986841792,0.990660108585,-0.0826067838691
48,48,4.8,1,320.000396729,319.999938965,320.000030518,239.999847412,0.97942497065,-0.201778578757,0.00348310526808,0.871550443041,0.200416529825,0.970500093705,-0.134025306161,0.0239333584954,0.0236630818055,0.131965803424,0.99097178834,-0.0868285284402
49,49,4.9,1,320.000396729,319.999938965,320.000030518,239.999847412,0.979716035658,-0.200165817592,0.0094939423861,0.913555616479,0.199656585258,0.970978108331,-0.131676729551,0.0259331387722,0.0171387700099,0.130901331582,0.991247246631,-0.0907805251856
50,50,5,1,320.000457764,319.999969482,320.000183105,239.999633789,0.979958455631,-0.198599532907,0.0154806578347,0.955285993417,0.198915325328,0.971421397334,-0.129511243338,0.0280943545874,0.0106826301676,0.129994978097,0.991457102996,-0.0951045711003
51,51,5.1,1,320.000457764,319.999969482,320.000183105,239.999633789,0.980160106393,-0.19705744539,0.0213196869551,0.997131610027,0.198160670779,0.971908836992,-0.126986460432,0.0300794024515,0.00430283533823,0.128691786035,0.991675304631,-0.0992753342309
52,52,5.2,1,320.000457764,319.999816895,320.000274658,239.999435425,0.980392312786,-0.195099238303,0.027698379787,1.03777500935,0.19703789357,0.972456444523,-0.124517195615,0.0320752082774,-0.00264225790654,0.1275333318,0.991830765682,-0.103846499162
53,53,5.3,1,320.000457764,319.999816895,320.000274658,239.999435425,0.980539769976,-0.193458368413,0.0334008860086,1.07929534247,0.196115044,0.973015500406,-0.121571894314,0.0340663797954,-0.0089804794949,0.125756493515,0.992020491385,-0.108151054018
54,54,5.4,1,320.000396729,319.999664307,320.000427246,239.999420166,0.980681677682,-0.191578092565,0.0395130549142,1.11982133942,0.194967303772,0.973674621354,-0.11809099115,0.0355698667856,-0.0158492119485,0.123513425101,0.992216325355,-0.112585205689
55,55,5.5,1,320.000396729,319.999664307,320.000427246,239.999420166,0.980852005438,-0.189467093609,0.045072872863,1.16096671565,0.193489908778,0.974357823041,-0.11484114193,0.0377696014798,-0.0221584888927,0.121363310427,0.992360795403,-0.116690674674
56,56,5.6,1,320.000244141,319.999786377,320.000427246,239.999481201,0.981003202283,-0.187164705708,0.0510106856285,1.20134508217,0.191814507306,0.975142348887,-0.110926075361,0.0394327685962,-0.0289812335518,0.118603424677,0.99251867275,-0.121350033642
57,57,5.7,1,320.000244141,319.999786377,320.000427246,239.999481201,0.98116904116,-0.184619200155,0.0567720318685,1.24197411055,0.189831397106,0.975970244593,-0.106986552152,0.0416213739121,-0.0356560421431,0.115749006918,0.992638309787,-0.125720591159
58,58,5.8,1,320.000274658,319.999969482,320.000396729,239.999313354,0.981328003061,-0.181929813263,0.062425102761,1.28237210693,0.187606632981,0.976926904039,-0.102066524514,0.0432214961325,-0.0424158186295,0.111872102023,0.992816967582,-0.130110055275
59,59,5.9,1,320.000274658,319.999969482,320.000396729,239.999313354,0.981521179142,-0.178789296323,0.0681950321964,1.32272659971,0.184893550466,0.977933665634,-0.0972631513752,0.0453904576199,-0.0493006074213,0.108074664652,0.992919592398,-0.134422602162
60,60,6,1,320.000335693,320.000091553,320.000427246,239.999252319,0.98173544635,-0.175247809772,0.0740521340047,1.36273147451,0.181698965631,0.979052991932,-0.091873417689,0.0475246009598,-0.05640034813,0.103650586874,0.993013371799,-0.138628097618
61,61,6.1,1,320.000335693,320.000091553,320.000427246,239.999252319,0.981960375284,-0.171354764701,0.0799460192055,1.40272081072,0.178059683953,0.98025317487,-0.0860143133909,0.0495605453769,-0.0636283767124,0.0986978103701,0.993081150715,-0.143173409554
62,62,6.2,1,320.000427246,319.999938965,320.000274658,239.999221802,0.982195865525,-0.167104575037,0.0858332263607,1.44228597558,0.173971463493,0.981501445149,-0.0799302387152,0.0518926647244,-0.0708887271417,0.0934396820028,0.993098088907,-0.147297989208
63,63,6.3,1,320.000427246,319.999938965,320.000274658,239.999221802,0.982401127562,-0.162604280465,0.0919123089611,1.48190592906,0.169517552474,0.982806845725,-0.0731744723125,0.0539099279236,-0.0784335640347,0.087467433766,0.993074833063,-0.15179963475
64,64,6.4,1,320.000488281,319.999908447,320.000335693,239.999206543,0.982541786636,-0.158168484521,0.0979508449083,1.52115172053,0.165011170258,0.984069396948,-0.0661720158393,0.0560762455171,-0.0859241014165,0.0811797542141,0.99298887018,-0.156040884262
65,65,6.5,1,320.000488281,319.999908447,320.000335693,239.999206543,0.982643376733,-0.153388233198,0.104326622103,1.56027898234,0.160067103106,0.985345195174,-0.0589352937683,0.0582009473793,-0.0937577552342,0.0746116362541,0.992795339971,-0.160690207776
66,66,6.6,1,320.000518799,319.999847412,320.000335693,239.999191284,0.982698229819,-0.148533254194,0.11064384985,1.5994338177,0.154922333277,0.986581732918,-0.0515320766526,0.0604388049808,-0.101504974081,0.0677816838869,0.992523240819,-0.16522560863
67,67,6.7,1,320.000518799,319.999847412,320.000335693,239.999191284,0.982659341122,-0.143748212805,0.117119898486,1.63836864414,0.149698394551,0.987767561033,-0.0436535913787,0.0623605663572,-0.109412110732,0.0604292701151,0.992157897383,-0.169998134017
68,68,6.8,1,320.000457764,319.99987793,320.000274658,239.999206543,0.982499023245,-0.13900611328,0.123987780821,1.67668061162,0.144450411068,0.988856445656,-0.0360140059742,0.0647428475928,-0.117599949254,0.0532938115998,0.991629982191,-0.174849958102
69,69,6.9,1,320.000488281,319.999908447,320.000244141,239.999160767,0.982223737413,-0.134397995163,0.131048496969,1.71522572992,0.139186032501,0.989869010569,-0.0280462166958,0.0668256381136,-0.125951490736,0.0457877801415,0.990979162834,-0.180062747175
70,70,7,1,320.000061035,320.000030518,320.000274658,239.999755859,0.981870034532,-0.129705534794,0.138230638901,1.75333979351,0.133682080178,0.990825600229,-0.0198426653952,0.0685819726003,-0.134388752232,0.0379618779094,0.990201272014,-0.185028639839
71,71,7.1,1,320.000152588,320.000030518,320.000335693,239.999664307,0.98139909352,-0.125300861257,0.145449349968,1.79310942996,0.128421083282,0.991644351615,-0.0122272351485,0.0709505322424,-0.142701943247,0.0306785605765,0.989290140108,-0.19046080109
72,72,7.2,1,320.000213623,320.000091553,320.000305176,239.99961853,0.98079127374,-0.121275331918,0.152776867435,1.83459954709,0.123395473041,0.992347654747,-0.00443726842267,0.073150508794,-0.151069634898,0.0232040079751,0.988250747243,-0.19643432732
73,73,7.3,1,320.000183105,320.000061035,320.000305176,239.999694824,0.980067619552,-0.117536505433,0.160164387417,1.87542190984,0.11852097516,0.992945637032,0.00342641880399,0.0750904902574,-0.159437258986,0.0156247172619,0.987084408071,-0.202308471323
74,74,7.4,1,320.000213623,320.000061035,320.000305176,239.999725342,0.979204912951,-0.11402548743,0.167797278494,1.91547565893,0.11387719136,0.993438943764,0.0105380406516,0.0774164078985,-0.167897956335,0.00878938161384,0.985765196702,-0.208125525742
75,75,7.5,1,320.000183105,320.000030518,320.000244141,239.999710083,0.978172115085,-0.111038796942,0.175640823398,1.95485714743,0.109724542676,0.993813076196,0.01720739132,0.079819838853,-0.176464835037,0.00244031866006,0.984303919956,-0.214353291821
76,76,7.6,1,320.000152588,320,320.000244141,239.999755859,0.976970959426,-0.108855615195,0.183516210396,1.9936588733,0.106230183774,0.994049292554,0.0241070949736,0.0818717572676,-0.18504835177,-0.00405697094952,0.982721043071,-0.220631203091
77,77,7.7,1,320.00012207,319.999786377,320.000305176,239.99987793,0.975624423872,-0.107156545182,0.191505765888,2.03217722163,0.103080387788,0.994185101525,0.0311515257773,0.083387476811,-0.193730269182,-0.0106517007779,0.98099700513,-0.22726958011
78,78,7.8,1,320.000152588,319.999542236,320.000305176,239.999984741,0.974158579601,-0.106284586991,0.19929537967,2.07037434594,0.100743266803,0.994195201737,0.0377716168045,0.0849399730407,-0.202153050889,-0.0167178769687,0.979211242075,-0.233960658769
79,79,7.9,1,320.000183105,319.999450684,320.000274658,240,0.972647043819,-0.106162253234,0.206609061125,2.10854920878,0.0992529572109,0.994108582606,0.0435542933976,0.0869365985387,-0.210015662834,-0.0218563944155,0.977453691684,-0.240517040361
80,80,8,1,320.000213623,319.999420166,320.000335693,240.000045776,0.970980530297,-0.106866831296,0.213953943998,2.14611238214,0.098486421376,0.993907311819,0.0494841420703,0.088275763682,-0.217938602795,-0.0269765802251,0.975589580475,-0.247502769888
81,81,8.1,1,320.000183105,319.999389648,320.000335693,240.000091553,0.969062673341,-0.107968488627,0.221946706669,2.1825667633,0.0979350284514,0.993629547364,0.05575888097,0.0888505350488,-0.226553007792,-0.032297493223,0.973463202485,-0.254689489435
82,82,8.2,1,320.000183105,319.999420166,320.000396729,240.00012207,0.966866727424,-0.110092385346,0.230322378612,2.218028236,0.0984905867679,0.99324737571,0.0613127634619,0.0896498492235,-0.235517166505,-0.0365966847425,0.971180903307,-0.261761718673
83,83,8.3,1,320.000213623,319.999359131,320.000427246,240.000167847,0.964702635935,-0.112576029793,0.238066086909,2.25342130947,0.0995212953009,0.992830695417,0.0662021300186,0.090514454261,-0.243812091583,-0.0401727239971,0.968990101211,-0.26891633412
84,84,8.4,1,320.000213623,319.999389648,320.000427246,240.000106812,0.962279767871,-0.115541830491,0.246308208863,2.2879860123,0.100739378016,0.992310159696,0.0719174852321,0.0905487647267,-0.252723615959,-0.044391805234,0.966519602266,-0.276298056289
85,85,8.5,1,320.000244141,319.999328613,320.000396729,240.000137329,0.95964135972,-0.118953207212,0.254830522521,2.32176774968,0.102578242198,0.991766525903,0.076660696089,0.0909572572277,-0.261851417682,-0.0474267075732,0.963942188343,-0.283575666047
86,86,8.6,1,320.000244141,319.999389648,320.000396729,240.000106812,0.957148402177,-0.122198540149,0.262553714494,2.35583045166,0.10424805231,0.991222955788,0.0812981888379,0.0914296627796,-0.270183788927,-0.0504437181835,0.96148642814,-0.291024599774
87,87,8.7,1,320.000244141,319.999389648,320.000396729,240.000152588,0.954521959053,-0.125059110957,0.270643766697,2.38934047389,0.105642971835,0.990746047294,0.0852163850097,0.0919278778209,-0.278796327428,-0.0527492989405,0.958900474123,-0.298572317666
88,88,8.8,1,320.000213623,319.999389648,320.000427246,240.000152588,0.951394078404,-0.128977226155,0.279667986568,2.4211493884,0.107862943835,0.990112290663,0.0896840968325,0.0922226803043,-0.288469916846,-0.0551591063259,0.955898833593,-0.306317692469
89,89,8.9,1,320.000213623,319.999389648,320.000457764,240.000152588,0.948476418876,-0.133148202641,0.287513545714,2.4532686547,0.110590531217,0.989467760357,0.0933985311397,0.0932850096978,-0.2969212307,-0.056790028591,0.953211768398,-0.31382764119
90,90,9,1,320.000152588,319.999450684,320.000488281,240.000137329,0.945604888983,-0.136946536892,0.295088190149,2.48459179925,0.113152062066,0.98889597751,0.0963397971438,0.0950550091827,-0.305004925833,-0.057709545976,0.950600654071,-0.320980558527
91,91,9.1,1,320.000183105,319.999481201,320.000488281,240.00012207,0.941762346942,-0.140269865432,0.305627300375,2.51167253956,0.114230974181,0.988248208632,0.101571465843,0.0940486217823,-0.31628304795,-0.0607440777967,0.946718115699,-0.32876047798
92,92,9.2,1,320.000183105,319.999511719,320.000457764,240.000106812,0.930761918896,-0.156039530891,0.330656793568,2.53617177669,0.130575735514,0.98658106982,0.098019232639,0.0925104849567,-0.341514608221,-0.048056815037,0.938647066208,-0.337694205446
93,93,9.3,1,320.000213623,319.999511719,320.000488281,240.000106812,0.923897272982,-0.167067942103,0.344241385799,2.57242836859,0.150383116989,0.985792594204,0.0748189771137,0.107541937777,-0.351850461276,-0.0173569563296,0.935895287394,-0.341627883488
94,94,9.4,1,320.000213623,319.999511719,320.000457764,240.000106812,0.904607164847,-0.161194426104,0.394591224306,2.60279142109,0.15740084766,0.986632510236,0.042205010378,0.137665137498,-0.396119742581,0.0239300384047,0.917886977138,-0.323021358155
95,95,9.5,1,320.000213623,319.999542236,320.000427246,240.000106812,0.885235867479,-0.147494296399,0.441138177286,2.62469129578,0.154072172483,0.987834194024,0.0211038096984,0.157598627264,-0.438884067375,0.0492852680541,0.897191026347,-0.310731635863
96,96,9.6,1,320.000213623,319.999603271,320.000488281,240.000076294,0.862105925257,-0.132079331244,0.489212043898,2.64176665491,0.150604470816,0.988592955608,0.00150382599651,0.174738795167,-0.483830204728,0.0723810636858,0.872163582485,-0.299372116222
97,97,9.7,1,320.000183105,319.999633789,320.000518799,240.000015259,0.835935371527,-0.116436846971,0.536334331641,2.6531667914,0.14652513722,0.989112883315,-0.0136414157295,0.187247738719,-0.528906833755,0.0899898034653,0.843895370576,-0.291200231558
98,98,9.8,1,320.000183105,319.999633789,320.000518799,240.000015259,0.808817878966,-0.108091602487,0.578039656198,2.66068047314,0.147801367278,0.988774294786,-0.021912320777,0.192960417143,-0.569182215548,0.103158128341,0.815714414523,-0.291491315129
99,99,9.9,1,320.000244141,319.999603271,320.000427246,240.000061035,0.780255419413,-0.100122150197,0.617395364023,2.66592803674,0.149063331551,0.98842853138,-0.0280920191687,0.197601590065,-0.607438559579,0.113949960044,0.786151259582,-0.293137091943
100,100,10,1,320.000244141,319.999603271,320.000427246,240.000061035,0.751462713774,-0.0814759729031,0.654725481135,2.66799272156,0.131128767726,0.990992645384,-0.0271813000101,0.199484577841,-0.646613513687,0.10627907901,0.755377866556,-0.293289569582
101,101,10.1,1,320.000244141,319.999603271,320.000427246,240.000061035,0.723462223814,-0.0615424384883,0.687615400481,2.66435752906,0.101812705062,0.994638929374,-0.0180989850996,0.194609771012,-0.682815190078,0.0831019159741,0.725849493876,-0.299297617682
102,102,10.2,1,320.000366211,319.999603271,320.000579834,240.000030518,0.688574301559,-0.050963588061,0.723372755863,2.66210824765,0.0933493764508,0.995457296622,-0.0187260385236,0.194705558258,-0.719132341887,0.0804206645987,0.690203731921,-0.306921665245
103,103,10.3,1,320.000366211,319.999603271,320.000579834,240.000030518,0.656863651051,-0.0310874765127,0.753368245105,2.65732829803,0.0595385634777,0.998168413667,-0.010722752281,0.188987711877,-0.751655042814,0.0518978492959,0.657511452259,-0.314560453194
104,104,10.4,1,320.000366211,319.999603271,320.000579834,240.000030518,0.627149200006,-0.00454106275329,0.778885909284,2.64164167083,0.00162812085944,0.999988462992,0.00451919289661,0.173073421538,-0.77889744521,-0.00156608781375,0.62714935798,-0.32559577675
105,105,10.5,1,320.000305176,319.999603271,320.000549316,239.999954224,0.585426707,0.00590250807016,0.810703849213,2.63448105245,-0.0156660081065,0.999869147013,0.00403299408464,0.170310637161,-0.810573961413,-0.0150615155201,0.585442570906,-0.335726572995
106,106,10.6,1,320.000305176,319.999603271,320.000549316,239.999954224,0.549899768029,0.0255517742693,0.834839716325,2.62134073677,-0.0648065540655,0.997823910756,0.0121471673196,0.15655127841,-0.83271264892,-0.0607828097032,0.550359059499,-0.347896620644
107,107,10.7,1,320.000305176,319.999633789,320.000488281,239.999938965,0.506331361956,0.0398490355045,0.861417788456,2.60959998038,-0.100244166811,0.994879244966,0.0128994168718,0.148056740431,-0.856492649659,-0.0928834877928,0.507733196448,-0.359191798244
108,108,10.8,1,320.000305176,319.999633789,320.000488281,239.999938965,0.464327343454,0.0535247101975,0.884044808547,2.59420880399,-0.14107590458,0.989897457409,0.0141637905057,0.135329057073,-0.874355595435,-0.131294056274,0.467187503599,-0.373268914195
109,109,10.9,1,320.000274658,319.999633789,320.000488281,239.999938965,0.416678661975,0.0651180649932,0.906718550746,2.57743215124,-0.178828394134,0.983812776036,0.0115250666165,0.122993273876,-0.891290804455,-0.166949271698,0.421578750144,-0.387691979923
110,110,11,1,320.000274658,319.999633789,320.000488281,239.999938965,0.370468847867,0.0751198978728,0.925802264905,2.56014980219,-0.217362598413,0.976059906972,0.00778195425436,0.109358315852,-0.903053892949,-0.204117757544,0.377928045379,-0.403360604399
111,111,11.1,1,320.000244141,319.999633789,320.000488281,240,0.323760178616,0.0817091375174,0.942604351565,2.54339068491,-0.254906747452,0.96695843255,0.00373360736216,0.0952405692541,-0.911154156466,-0.241485002778,0.333890845319,-0.419864774188
112,112,11.2,1,320.000244141,319.999633789,320.000488281,240,0.259017286893,0.0839677653441,0.962215911048,2.522954297,-0.300363071633,0.953821972835,-0.00238103701219,0.083004800684,-0.917982608926,-0.288397396869,0.272277195499,-0.42354848144
113,113,11.3,1,320.000213623,319.999664307,320.000549316,240,0.204791798003,0.0814035211718,0.975414673978,2.5010239997,-0.344186017349,0.938881716867,-0.00609156755078,0.064868140488,-0.91629487881,-0.334476588828,0.220293228659,-0.436590231914
114,114,11.4,1,320.000213623,319.999664307,320.000549316,240,0.14694703556,0.0751142747344,0.986288200513,2.46853100761,-0.387073057125,0.921963698295,-0.0125454164744,0.0420595902816,-0.910264256789,-0.379922077218,0.164554544313,-0.452091111786
115,115,11.5,1,320.000183105,319.999633789,320.000427246,240.000030518,0.090823395831,0.0685818836743,0.993502710616,2.43366512412,-0.43155516698,0.901798372208,-0.0227998626122,0.0163326951681,-0.897502784743,-0.426680467228,0.11150125678,-0.46965891093
116,116,11.6,1,320.000183105,319.999633789,320.000427246,240.000030518,0.0162396853856,0.0557624013833,0.998311988915,2.44390226089,-0.461462530556,0.886165356885,-0.0419915842689,0.0271131281792,-0.887011051516,-0.460001646571,0.0401233054476,-0.455030145936
117,117,11.7,1,320.000152588,319.999633789,320.000457764,240.000045776,-0.0502759850895,0.0405962805005,0.997909949511,2.4278926387,-0.487178394212,0.871239732108,-0.0599878438535,0.0214603987152,-0.871854080415,-0.489176114714,-0.0240248050356,-0.458176560697
118,118,11.8,1,320.000152588,319.999633789,320.000457764,240.000045776,-0.111647680263,0.0220195628206,0.993503867303,2.4365338309,-0.49733056916,0.864309290721,-0.0750450194992,0.0307620879846,-0.860347081398,-0.502478446131,-0.0855471256288,-0.455585688906
